,,Ωbh2,Ωch2,h,τ,ns,lnA,logL,logL_birth,nlive
labels,,$\Omega_b h^2$,$\Omega_c h^2$,$h$,$\tau$,$n_s$,$\ln(10^{10}A_s)$,$\ln\mathcal{L}$,$\ln\mathcal{L}_\mathrm{birth}$,$n_\mathrm{live}$
,weights,,,,,,,,,
27,0.0,0.02184606794232849,0.16177256313491095,0.6797303044869487,0.11441845186257474,0.9044255583373184,1.833162604781931,-5996447.340498732,-inf,493
28,0.0,0.024079061299199428,0.20337912508315448,0.6464114553552721,0.07393393506709414,0.9033476672728842,1.8096142307958496,-5892059.907522472,-inf,492
29,0.0,0.023668075665357915,0.21015062764944148,0.7795024064955559,0.10836830665286026,0.8505466907138967,2.0852487756791382,-5891358.684412992,-inf,491
30,0.0,0.01951071592992664,0.21772377012551847,0.7691316646078674,0.08262290226590363,0.843433930086493,2.181289253282435,-5819175.318504886,-inf,490
31,0.0,0.01975498399900574,0.23411459069845725,0.651373738179338,0.10856447530112598,1.0587731250796022,1.8975940252614707,-5813981.825252238,-inf,489
32,0.0,0.021249280025801336,0.18149947428155366,0.72349918609775,0.10111590248949379,0.8524793977719538,2.0114795229570066,-5751611.123424262,-inf,488
33,0.0,0.023339309273908232,0.1576761645753507,0.7667407413792076,0.07111731643636916,0.8490563985452974,1.8840079865459807,-5620951.893247301,-inf,487
34,0.0,0.020423451878201902,0.22371358887963205,0.8119261590906866,0.043387775027210154,0.8496112616840716,2.1548311644039053,-5462567.605316475,-inf,486
35,0.0,0.02093792851996335,0.18286249578636954,0.7670581437498718,0.07582397796177538,0.9591915584765093,1.927627496486,-5441987.909095465,-inf,485
36,0.0,0.019441812047323148,0.09005344419240059,0.7824895163922254,0.08216004677410738,0.8769334855332516,1.682920659598905,-5408398.798407551,-inf,484
37,0.0,0.02397207722794109,0.20233819884321103,0.7566327135554572,0.10055413458609233,0.9362694586863648,1.9915687318986097,-5215737.931038091,-inf,483
38,0.0,0.019854474122334882,0.14984306563908112,0.8067315591407683,0.07756920707992306,1.0783913843882218,1.7972022464229407,-5188243.600830599,-inf,482
39,0.0,0.024224661077393024,0.23052871712039918,0.7898807044353042,0.09187756383217188,1.003103006382014,1.983676913778945,-5183378.014606746,-inf,481
40,0.0,0.020082200520834623,0.18309751268132884,0.6637937273535934,0.11775552168203715,0.9608017123460917,1.9591861836976188,-5179655.676119536,-inf,500
41,0.0,0.022382773575772036,0.139016658022377,0.6776767347744908,0.08473266905097837,0.9616477345949507,1.7003924229581686,-5146135.097631773,-inf,499
42,0.0,0.02296947087002739,0.21784377298904212,0.6853664064183925,0.09529746273150624,0.9451919782149725,1.9735927549589514,-5141054.947485439,-inf,498
43,0.0,0.024830357675987083,0.19533213070849326,0.7682151978874009,0.093629452403927,1.0916269772784164,1.7943406807443087,-5100257.310344884,-inf,497
44,0.0,0.01954037329157439,0.11352110956000629,0.78474180597444,0.08336456947656831,0.9819857860945957,1.7531221346631378,-5089970.249661073,-inf,496
45,0.0,0.024014924169285686,0.17267719277413712,0.660727308192124,0.09838397376729278,1.0192793932630988,1.7464313215957417,-5052680.505123673,-inf,495
46,0.0,0.02233993536324553,0.2288594274475862,0.7421093964877117,0.07344050421581234,0.8634041674584574,2.130806706408588,-5014105.171233863,-inf,494
47,0.0,0.021157147538227186,0.2011949990211077,0.6601585464547427,0.04916001473892896,1.0174449001032964,1.7988360486182067,-4991936.995570981,-inf,493
48,0.0,0.021514364716430437,0.11899048228455351,0.7605431957136645,0.1140514079208917,0.8982736554332555,1.8558059744489477,-4988576.950249881,-5183378.014606746,492
49,0.0,0.022066750381805562,0.1527206930912532,0.6550728705931392,0.11871904361427832,0.9451219600293054,1.8429304900321217,-4914660.371323077,-inf,491
50,0.0,0.02048833954787794,0.11335673028695827,0.6550072727057297,0.11730135633584868,0.9168593806802727,1.7421444565007824,-4879869.890785919,-inf,490
51,0.0,0.022752501600715038,0.24902434571239004,0.7286179992277471,0.09295393820928972,0.9238557237145772,2.1340638574893016,-4847945.867660623,-6894040.610738776,489
52,0.0,0.018844271164081376,0.13788804703778018,0.6924193497584198,0.09901422493189621,0.8996207951473171,1.934003202628273,-4763385.918212727,-inf,488
53,0.0,0.024983868628895844,0.1680959757488193,0.7117372741684163,0.05393195995505161,1.004032682269998,1.7361919448890377,-4651086.308593994,-inf,487
54,0.0,0.020101620543766935,0.19641406722573024,0.8060294315268836,0.072111454216269,0.9021747811973931,2.168643421936911,-4640958.979353886,-inf,486
